id,name,email,phone,ltv,total_payments,successful_payments,failed_payments,segment,opted_out,created_at
CUST00215,Vihaan Patel,vihaan.patel215@rediffmail.com,9134075063,43397.57,13,11,2,regular,False,2024-11-02 08:41:43
CUST00216,Sanjay Desai,sanjay.desai216@rediffmail.com,9505333621,108754.95,39,38,1,regular,False,2026-04-26 17:30:08
CUST00217,Rakesh Desai,rakesh.desai217@hotmail.com,9236737888,48949.73,5,4,1,regular,False,2025-05-08 04:10:39
CUST00218,Nisha Agarwal,nisha.agarwal218@rediffmail.com,9984076542,79881.29,14,13,1,regular,False,2026-05-02 22:49:38
CUST00219,Meera Menon,meera.menon219@gmail.com,9358413465,33116.57,7,6,1,regular,False,2026-07-07 15:05:23
CUST00220,Aditya Desai,aditya.desai220@rediffmail.com,9351619881,118070.14,8,8,0,regular,False,2025-12-29 03:01:29
CUST00221,Karan Pillai,karan.pillai221@hotmail.com,9929506584,61686.47,24,21,3,regular,False,2025-03-10 15:57:08
CUST00222,Meera Reddy,meera.reddy222@outlook.com,9165452764,96916.73,16,14,2,regular,False,2025-04-05 22:17:35
CUST00223,Amit Bose,amit.bose223@rediffmail.com,9943751263,110520.09,31,30,1,regular,False,2025-02-21 06:45:35
CUST00224,Anika Nair,anika.nair224@outlook.com,9859754807,450966.35,27,24,3,high_value,False,2025-02-01 04:42:13
CUST00225,Ishaan Desai,ishaan.desai225@yahoo.com,9373799489,104071.76,33,29,4,regular,False,2026-02-11 22:07:25
CUST00226,Neha Desai,neha.desai226@hotmail.com,9747382621,197309.81,117,106,11,high_value,False,2026-01-15 06:32:45
CUST00227,Saanvi Mehta,saanvi.mehta227@outlook.com,9116464447,44703.08,12,11,1,regular,False,2025-12-20 01:59:40
CUST00228,Saanvi Desai,saanvi.desai228@yahoo.com,9692790631,56797.7,34,31,3,regular,False,2025-12-01 10:54:21
CUST00229,Lakshmi Chopra,lakshmi.chopra229@rediffmail.com,9205879779,30284.48,13,6,7,at_risk,False,2025-06-28 22:20:08
CUST00230,Anjali Nair,anjali.nair230@yahoo.com,9117415986,141518.57,31,29,2,regular,False,2026-01-02 10:10:14
CUST00231,Anjali Nair,anjali.nair231@rediffmail.com,9691247918,109030.06,21,18,3,regular,False,2024-11-06 06:08:17
CUST00232,Arun Singh,arun.singh232@outlook.com,9281747678,505255.11,43,37,6,high_value,False,2024-11-06 21:51:42
CUST00233,Divya Verma,divya.verma233@gmail.com,9978316418,119364.05,31,30,1,regular,False,2026-06-17 18:30:05
CUST00234,Aarav Rao,aarav.rao234@hotmail.com,9589636644,100318.58,35,31,4,regular,True,2025-02-27 03:54:55
CUST00235,Meera Sharma,meera.sharma235@gmail.com,9668457864,89645.95,23,22,1,regular,False,2024-10-04 08:19:24
CUST00236,Diya Gupta,diya.gupta236@gmail.com,9663054538,274755.84,87,82,5,high_value,False,2025-07-15 21:07:23
CUST00237,Sanjay Desai,sanjay.desai237@rediffmail.com,9706666479,110640.72,24,21,3,regular,False,2024-10-25 00:20:18
CUST00238,Aditya Patel,aditya.patel238@rediffmail.com,9507231644,81880.66,5,4,1,regular,False,2025-06-07 00:31:11
CUST00239,Rahul Pillai,rahul.pillai239@gmail.com,9667106600,3446.5,4,3,1,new,True,2026-06-10 13:47:31
CUST00240,Rakesh Pillai,rakesh.pillai240@gmail.com,9292580427,4717.27,1,1,0,new,False,2024-08-26 09:29:55
CUST00241,Arjun Reddy,arjun.reddy241@yahoo.com,9705545509,128504.57,29,26,3,regular,False,2025-07-28 18:54:17
CUST00242,Sai Bansal,sai.bansal242@outlook.com,9157656107,300893.6,29,27,2,high_value,False,2024-12-24 09:33:24
CUST00243,Karan Sharma,karan.sharma243@outlook.com,9941328406,7359.05,2,2,0,new,False,2026-02-16 02:40:09
CUST00244,Pooja Patel,pooja.patel244@hotmail.com,9417161302,29958.8,5,3,2,at_risk,False,2024-11-14 18:22:59
CUST00245,Pooja Mehta,pooja.mehta245@outlook.com,9214408183,762924.15,76,71,5,high_value,False,2026-04-12 20:49:18
CUST00246,Diya Kapoor,diya.kapoor246@rediffmail.com,9698058121,73045.74,6,6,0,regular,False,2024-12-22 02:13:34
CUST00247,Karan Desai,karan.desai247@gmail.com,9413368711,121291.98,40,34,6,regular,False,2025-01-17 05:01:38
CUST00248,Ananya Chatterjee,ananya.chatterjee248@rediffmail.com,9282001119,345735.32,83,80,3,high_value,False,2025-11-16 08:40:06
CUST00249,Riya Chopra,riya.chopra249@gmail.com,9487754927,52056.71,36,33,3,regular,False,2026-05-08 19:04:02
CUST00250,Riya Sharma,riya.sharma250@rediffmail.com,9456715514,18296.15,13,8,5,at_risk,False,2024-10-28 02:21:32
CUST00251,Ishaan Reddy,ishaan.reddy251@outlook.com,9747693166,3012.77,2,2,0,new,False,2025-10-03 13:23:20
CUST00252,Suresh Pillai,suresh.pillai252@yahoo.com,9449917685,126144.29,30,28,2,regular,False,2026-02-02 02:26:16
CUST00253,Rakesh Singh,rakesh.singh253@hotmail.com,9128900946,6924.33,1,1,0,new,False,2024-09-15 21:28:56
CUST00254,Meera Chatterjee,meera.chatterjee254@rediffmail.com,9249442440,51462.75,14,12,2,regular,False,2026-06-11 07:39:00
CUST00255,Varun Chopra,varun.chopra255@hotmail.com,9530361198,140054.45,31,28,3,regular,False,2025-08-22 04:27:07
CUST00256,Varun Bose,varun.bose256@gmail.com,9217434526,28016.06,14,10,4,at_risk,False,2025-01-26 00:30:55
CUST00257,Sneha Mehta,sneha.mehta257@rediffmail.com,9213757100,318179.94,85,75,10,high_value,False,2024-09-20 03:03:23
CUST00258,Myra Malhotra,myra.malhotra258@outlook.com,9519977113,108342.21,37,36,1,regular,False,2025-04-18 20:11:37
CUST00259,Kavya Kapoor,kavya.kapoor259@gmail.com,9224628497,30555.28,14,9,5,at_risk,False,2026-01-26 05:01:37
CUST00260,Deepak Joshi,deepak.joshi260@rediffmail.com,9204821934,110579.22,25,24,1,regular,True,2024-08-28 19:48:36
CUST00261,Vivaan Mehta,vivaan.mehta261@gmail.com,9827072823,37547.29,10,6,4,at_risk,False,2025-09-21 03:37:00
CUST00262,Nisha Malhotra,nisha.malhotra262@yahoo.com,9956583753,43978.73,32,30,2,regular,False,2026-02-04 07:37:54
CUST00263,Shreya Kapoor,shreya.kapoor263@rediffmail.com,9104778194,46751.98,9,8,1,regular,False,2025-02-22 17:11:35
CUST00264,Sanjay Mehta,sanjay.mehta264@yahoo.com,9591291025,585955.93,82,75,7,high_value,False,2024-12-22 09:51:01
CUST00265,Nikhil Desai,nikhil.desai265@hotmail.com,9222655758,129917.31,16,14,2,regular,False,2025-10-25 01:37:39
CUST00266,Shreya Patel,shreya.patel266@yahoo.com,9436280635,348497.0,43,40,3,high_value,False,2025-07-24 08:46:21
CUST00267,Varun Kumar,varun.kumar267@hotmail.com,9512005439,83267.13,39,35,4,regular,False,2026-03-01 03:47:47
CUST00268,Ananya Chopra,ananya.chopra268@outlook.com,9250642261,129458.08,8,7,1,regular,False,2025-04-16 19:01:45
CUST00269,Aadhya Desai,aadhya.desai269@hotmail.com,9642709938,73187.47,36,33,3,regular,False,2025-04-12 17:54:38
CUST00270,Sai Pillai,sai.pillai270@gmail.com,9954570592,15223.15,11,8,3,at_risk,False,2025-05-14 03:24:20
CUST00271,Suresh Agarwal,suresh.agarwal271@hotmail.com,9221559383,54825.56,39,34,5,regular,False,2026-07-14 07:55:50
CUST00272,Rakesh Rao,rakesh.rao272@rediffmail.com,9209968815,104977.32,20,19,1,regular,False,2025-05-22 14:25:53
CUST00273,Amit Patel,amit.patel273@rediffmail.com,9226042285,13293.11,14,7,7,at_risk,False,2025-06-13 17:57:25
CUST00274,Nikhil Kumar,nikhil.kumar274@yahoo.com,9973521043,27716.52,27,25,2,regular,False,2026-03-06 12:12:59
CUST00275,Kavya Reddy,kavya.reddy275@hotmail.com,9387057426,7716.22,0,0,0,new,False,2025-06-30 21:50:30
CUST00276,Neha Bose,neha.bose276@yahoo.com,9853150998,13738.7,13,7,6,at_risk,False,2024-10-02 09:42:08
CUST00277,Suresh Kumar,suresh.kumar277@hotmail.com,9779036456,73849.26,33,32,1,regular,False,2026-05-22 09:19:58
CUST00278,Lakshmi Mishra,lakshmi.mishra278@outlook.com,9845932321,5536.07,3,2,1,new,True,2026-05-22 07:18:31
CUST00279,Amit Patel,amit.patel279@hotmail.com,9527044165,75853.6,18,16,2,regular,False,2025-11-08 11:42:10
CUST00280,Manoj Pillai,manoj.pillai280@yahoo.com,9707890457,32590.63,4,3,1,at_risk,False,2025-05-12 23:24:26
CUST00281,Krishna Singh,krishna.singh281@rediffmail.com,9590182620,772720.65,45,38,7,high_value,False,2024-10-29 13:00:34
CUST00282,Ananya Iyer,ananya.iyer282@gmail.com,9802858478,30714.67,15,15,0,regular,False,2024-09-08 15:28:31
CUST00283,Nisha Bose,nisha.bose283@gmail.com,9855590022,288723.77,29,28,1,high_value,False,2024-09-28 07:47:45
CUST00284,Aarav Sharma,aarav.sharma284@outlook.com,9977364141,709221.19,108,104,4,high_value,True,2025-07-29 20:44:52
CUST00285,Reyansh Gupta,reyansh.gupta285@outlook.com,9494666352,9799.53,7,4,3,at_risk,False,2026-06-16 04:41:06
CUST00286,Anjali Sharma,anjali.sharma286@hotmail.com,9797953888,65654.4,18,16,2,regular,False,2025-06-30 01:34:10
CUST00287,Vikram Rao,vikram.rao287@gmail.com,9207873599,230052.19,113,105,8,high_value,False,2025-10-07 18:54:33
CUST00288,Anika Iyer,anika.iyer288@gmail.com,9366467312,98001.02,23,20,3,regular,False,2024-10-20 13:01:03
CUST00289,Saanvi Bansal,saanvi.bansal289@hotmail.com,9647095694,70927.63,8,7,1,regular,False,2025-12-23 05:58:55
CUST00290,Pooja Gupta,pooja.gupta290@yahoo.com,9636422667,29231.56,5,4,1,regular,False,2026-04-12 09:54:57
CUST00291,Anjali Kapoor,anjali.kapoor291@outlook.com,9686645526,119154.37,9,9,0,regular,True,2025-11-30 16:08:43
CUST00292,Aditya Verma,aditya.verma292@rediffmail.com,9643968992,112641.78,31,29,2,regular,False,2024-11-08 04:27:52
CUST00293,Rakesh Menon,rakesh.menon293@yahoo.com,9397928718,201364.02,46,39,7,high_value,False,2025-09-25 09:46:27
CUST00294,Shreya Bose,shreya.bose294@gmail.com,9433041955,114894.59,20,19,1,regular,False,2025-06-07 19:46:38
CUST00295,Arun Menon,arun.menon295@hotmail.com,9159086532,116420.16,16,15,1,regular,False,2024-09-06 23:35:13
CUST00296,Ananya Chopra,ananya.chopra296@outlook.com,9661572729,126925.89,21,20,1,regular,False,2025-11-23 19:42:07
CUST00297,Vivaan Mehta,vivaan.mehta297@rediffmail.com,9392036942,54183.45,9,8,1,regular,False,2026-06-30 05:48:36
CUST00298,Anjali Singh,anjali.singh298@outlook.com,9268910304,33377.64,12,11,1,regular,False,2026-07-11 23:33:10
CUST00299,Anika Verma,anika.verma299@rediffmail.com,9490816787,39511.01,7,6,1,regular,False,2024-10-23 08:43:53
CUST00300,Myra Mehta,myra.mehta300@yahoo.com,9546952114,4799.03,0,0,0,new,False,2024-10-05 22:04:57
CUST00301,Diya Nair,diya.nair301@hotmail.com,9149315449,1033.9,3,2,1,new,False,2025-10-11 12:05:01
CUST00302,Sai Agarwal,sai.agarwal302@rediffmail.com,9108556837,57907.36,24,21,3,regular,False,2025-08-13 02:27:26
CUST00303,Suresh Rao,suresh.rao303@hotmail.com,9916561565,10269.82,16,12,4,at_risk,False,2024-11-12 23:39:03
CUST00304,Rahul Sharma,rahul.sharma304@rediffmail.com,9892510222,33513.37,38,32,6,regular,False,2026-06-25 18:48:59
CUST00305,Neha Patel,neha.patel305@gmail.com,9348541776,23191.57,14,9,5,at_risk,False,2025-01-08 20:31:13
CUST00306,Lakshmi Kumar,lakshmi.kumar306@rediffmail.com,9180348617,28096.77,13,12,1,regular,False,2025-10-07 09:41:35
CUST00307,Karan Mehta,karan.mehta307@rediffmail.com,9392010397,142662.11,13,11,2,regular,False,2026-03-19 20:09:12
CUST00308,Ananya Malhotra,ananya.malhotra308@rediffmail.com,9437190678,89670.19,18,17,1,regular,False,2026-04-25 20:42:29
CUST00309,Ananya Chatterjee,ananya.chatterjee309@outlook.com,9987325945,98429.32,18,16,2,regular,False,2026-05-24 14:57:46
CUST00310,Amit Desai,amit.desai310@hotmail.com,9152560325,53821.68,16,16,0,regular,False,2025-05-19 03:45:31
CUST00311,Manoj Nair,manoj.nair311@gmail.com,9596115163,665976.33,35,34,1,high_value,False,2026-01-10 19:14:27
CUST00312,Aadhya Desai,aadhya.desai312@outlook.com,9836893185,103809.05,21,18,3,regular,True,2026-06-20 16:48:01
CUST00313,Vikram Kumar,vikram.kumar313@gmail.com,9990514408,9288.47,17,12,5,at_risk,False,2025-06-08 09:37:07
CUST00314,Suresh Sharma,suresh.sharma314@rediffmail.com,9833594284,66012.62,16,15,1,regular,False,2026-03-26 22:44:19
CUST00315,Nikhil Menon,nikhil.menon315@hotmail.com,9363909394,84855.91,40,37,3,regular,False,2025-07-29 19:00:13
CUST00316,Meera Rao,meera.rao316@hotmail.com,9367520363,124281.85,6,5,1,regular,False,2025-08-23 06:32:07
CUST00317,Rakesh Chopra,rakesh.chopra317@outlook.com,9707363258,70489.57,16,16,0,regular,False,2026-07-26 13:46:18
CUST00318,Vihaan Chopra,vihaan.chopra318@hotmail.com,9483790644,39986.2,8,6,2,at_risk,False,2025-11-26 04:34:09
CUST00319,Vihaan Nair,vihaan.nair319@hotmail.com,9956191734,141576.78,16,15,1,regular,False,2024-09-10 10:56:14
CUST00320,Shreya Sharma,shreya.sharma320@outlook.com,9709511014,93204.16,17,15,2,regular,False,2025-04-08 04:15:43
CUST00321,Riya Singh,riya.singh321@rediffmail.com,9140763261,301205.18,48,47,1,high_value,False,2025-09-20 01:38:25
CUST00322,Aadhya Kumar,aadhya.kumar322@outlook.com,9869805921,124315.18,25,24,1,regular,False,2024-09-03 18:50:34
CUST00323,Krishna Bansal,krishna.bansal323@outlook.com,9177880216,142450.02,30,27,3,regular,False,2025-09-29 19:01:56
CUST00324,Ananya Mishra,ananya.mishra324@rediffmail.com,9950234433,83336.0,25,24,1,regular,False,2024-09-14 01:39:20
CUST00325,Amit Nair,amit.nair325@hotmail.com,9974513582,59887.02,23,22,1,regular,False,2024-09-06 03:08:38
CUST00326,Sneha Pillai,sneha.pillai326@gmail.com,9295508799,139734.97,19,17,2,regular,False,2025-04-04 18:52:46
CUST00327,Rahul Mishra,rahul.mishra327@gmail.com,9355546183,61537.43,10,9,1,regular,False,2025-09-16 07:44:20
CUST00328,Aarav Iyer,aarav.iyer328@yahoo.com,9367942460,65562.55,11,10,1,regular,True,2025-06-03 08:43:16
CUST00329,Ananya Kapoor,ananya.kapoor329@rediffmail.com,9506639535,68795.18,35,31,4,regular,False,2024-09-21 15:47:13
CUST00330,Ananya Malhotra,ananya.malhotra330@gmail.com,9958128631,15321.8,13,9,4,at_risk,False,2025-09-09 17:48:24
CUST00331,Pooja Singh,pooja.singh331@gmail.com,9687386446,14670.62,2,2,0,new,False,2025-04-18 22:52:18
CUST00332,Nisha Bose,nisha.bose332@yahoo.com,9752102334,10498.63,6,4,2,at_risk,False,2025-07-02 03:49:32
CUST00333,Rakesh Iyer,rakesh.iyer333@outlook.com,9419331516,26452.61,40,35,5,regular,False,2025-08-21 23:51:40
CUST00334,Nisha Patel,nisha.patel334@outlook.com,9984652998,98028.02,17,16,1,regular,False,2024-11-10 13:22:32
CUST00335,Sai Chopra,sai.chopra335@gmail.com,9431091936,21483.06,11,8,3,at_risk,False,2026-02-17 10:29:30
CUST00336,Pooja Joshi,pooja.joshi336@yahoo.com,9578647558,435831.27,53,50,3,high_value,False,2026-06-23 18:29:52
CUST00337,Reyansh Patel,reyansh.patel337@outlook.com,9967776836,146191.72,19,17,2,regular,False,2025-03-08 08:45:30
CUST00338,Rakesh Chatterjee,rakesh.chatterjee338@rediffmail.com,9714947283,21669.18,5,3,2,at_risk,False,2026-07-21 05:43:09
CUST00339,Anjali Bansal,anjali.bansal339@hotmail.com,9827497537,2211.71,3,3,0,new,False,2026-01-21 16:59:00
CUST00340,Ishaan Verma,ishaan.verma340@rediffmail.com,9184147554,6530.9,1,1,0,new,False,2026-06-18 20:49:54
CUST00341,Pooja Agarwal,pooja.agarwal341@rediffmail.com,9692763677,55906.11,34,29,5,regular,True,2024-09-07 01:18:55
CUST00342,Shreya Bansal,shreya.bansal342@rediffmail.com,9220816186,39265.97,11,9,2,regular,False,2026-05-14 13:35:02
CUST00343,Rakesh Joshi,rakesh.joshi343@rediffmail.com,9383614547,83126.02,35,34,1,regular,False,2026-03-31 01:29:26
CUST00344,Varun Chatterjee,varun.chatterjee344@rediffmail.com,9141642429,134264.49,20,19,1,regular,False,2025-11-23 10:26:24
CUST00345,Vivaan Mehta,vivaan.mehta345@outlook.com,9433879270,83910.5,11,9,2,regular,False,2025-10-22 07:52:01
CUST00346,Karan Iyer,karan.iyer346@rediffmail.com,9749591392,44431.64,18,16,2,regular,False,2025-04-16 05:11:42
CUST00347,Sanjay Verma,sanjay.verma347@hotmail.com,9949856342,60446.0,37,34,3,regular,False,2025-03-07 03:17:43
CUST00348,Vivaan Singh,vivaan.singh348@yahoo.com,9994351711,27491.58,7,6,1,regular,False,2024-09-03 16:45:03
CUST00349,Neha Joshi,neha.joshi349@rediffmail.com,9642375317,139999.56,6,6,0,regular,False,2025-05-26 17:32:04
CUST00350,Deepak Pillai,deepak.pillai350@hotmail.com,9475551835,128894.99,21,19,2,regular,False,2025-11-07 23:00:03
CUST00351,Pooja Verma,pooja.verma351@yahoo.com,9714457408,12501.15,10,6,4,at_risk,False,2025-11-23 00:16:36
CUST00352,Meera Bansal,meera.bansal352@gmail.com,9937844678,10233.0,3,2,1,new,False,2024-12-18 23:41:31
CUST00353,Myra Iyer,myra.iyer353@hotmail.com,9964454042,10691.11,2,2,0,new,False,2025-09-02 07:17:19
CUST00354,Priya Rao,priya.rao354@rediffmail.com,9424425818,127160.41,30,27,3,regular,True,2024-10-16 10:22:29
CUST00355,Manoj Bose,manoj.bose355@hotmail.com,9753962570,108973.71,35,34,1,regular,False,2024-11-08 12:09:44
CUST00356,Neha Iyer,neha.iyer356@outlook.com,9302250101,647558.35,27,24,3,high_value,False,2024-12-19 09:17:15
CUST00357,Karan Chatterjee,karan.chatterjee357@yahoo.com,9874471936,473292.34,57,54,3,high_value,False,2025-07-24 22:42:51
CUST00358,Shreya Das,shreya.das358@hotmail.com,9976189113,114451.48,19,17,2,regular,False,2025-04-25 10:56:52
CUST00359,Lakshmi Reddy,lakshmi.reddy359@yahoo.com,9806108387,11339.76,6,4,2,at_risk,False,2025-01-30 17:20:05
CUST00360,Rahul Bose,rahul.bose360@gmail.com,9338642889,116747.29,24,22,2,regular,False,2025-08-10 14:30:48
CUST00361,Shreya Reddy,shreya.reddy361@rediffmail.com,9226466892,132631.14,9,8,1,regular,False,2026-04-25 10:06:14
CUST00362,Divya Reddy,divya.reddy362@rediffmail.com,9158048598,10277.25,9,6,3,at_risk,False,2025-05-14 18:47:08
CUST00363,Karan Das,karan.das363@yahoo.com,9936381727,366209.14,42,39,3,high_value,True,2025-05-20 14:02:29
CUST00364,Saanvi Singh,saanvi.singh364@hotmail.com,9920858166,122077.42,10,10,0,regular,False,2025-06-12 09:18:47
CUST00365,Nisha Chopra,nisha.chopra365@rediffmail.com,9105013454,279619.26,67,57,10,high_value,False,2025-02-28 17:03:41
CUST00366,Vivaan Chatterjee,vivaan.chatterjee366@gmail.com,9772899961,49414.54,27,25,2,regular,False,2025-03-28 02:34:02
CUST00367,Riya Singh,riya.singh367@gmail.com,9984595578,766501.19,78,69,9,high_value,False,2025-09-14 08:12:39
CUST00368,Ishaan Mehta,ishaan.mehta368@rediffmail.com,9485742696,10770.92,15,11,4,at_risk,False,2026-04-13 16:18:39
CUST00369,Vivaan Pillai,vivaan.pillai369@hotmail.com,9281445989,612221.56,24,22,2,high_value,False,2025-02-24 01:18:45
CUST00370,Vihaan Menon,vihaan.menon370@gmail.com,9810784787,693478.01,26,23,3,high_value,False,2025-08-01 19:30:01
CUST00371,Manoj Iyer,manoj.iyer371@rediffmail.com,9853625262,110374.96,5,5,0,regular,False,2024-10-16 05:03:23
CUST00372,Neha Menon,neha.menon372@hotmail.com,9852399189,689924.27,33,30,3,high_value,False,2025-11-09 19:50:57
CUST00373,Reyansh Chopra,reyansh.chopra373@yahoo.com,9753910715,54189.21,38,32,6,regular,False,2025-07-02 13:14:48
CUST00374,Ananya Verma,ananya.verma374@hotmail.com,9632956813,10323.06,3,2,1,new,True,2024-10-07 20:45:35
CUST00375,Krishna Pillai,krishna.pillai375@rediffmail.com,9260142678,11692.89,0,0,0,new,False,2025-12-06 00:32:26
CUST00376,Myra Malhotra,myra.malhotra376@outlook.com,9383602087,32975.16,16,14,2,regular,False,2025-08-22 12:36:53
CUST00377,Nisha Mishra,nisha.mishra377@gmail.com,9202003827,36160.22,3,1,2,at_risk,False,2026-03-04 12:02:02
CUST00378,Amit Malhotra,amit.malhotra378@hotmail.com,9388095021,8253.3,13,9,4,at_risk,False,2025-05-15 14:06:11
CUST00379,Pooja Das,pooja.das379@rediffmail.com,9958885115,135196.11,15,14,1,regular,False,2026-06-26 18:11:48
CUST00380,Reyansh Kapoor,reyansh.kapoor380@hotmail.com,9618268171,28743.76,8,5,3,at_risk,False,2024-12-07 22:57:03
CUST00381,Ishaan Chopra,ishaan.chopra381@rediffmail.com,9221265692,20424.08,5,3,2,at_risk,False,2024-09-03 04:53:32
CUST00382,Anjali Mishra,anjali.mishra382@hotmail.com,9340501969,10047.67,2,2,0,new,False,2024-11-30 20:31:57
CUST00383,Nisha Chatterjee,nisha.chatterjee383@yahoo.com,9617468048,107918.42,29,28,1,regular,False,2024-12-06 22:00:48
CUST00384,Aarav Bose,aarav.bose384@yahoo.com,9642849045,34815.49,8,6,2,at_risk,False,2025-12-22 11:57:09
CUST00385,Neha Verma,neha.verma385@hotmail.com,9339129305,69222.89,20,19,1,regular,False,2025-01-16 07:41:07
CUST00386,Sai Chopra,sai.chopra386@rediffmail.com,9439368482,473292.68,103,101,2,high_value,False,2026-07-20 03:42:56
CUST00387,Manoj Sharma,manoj.sharma387@gmail.com,9950170825,100478.6,24,21,3,regular,False,2024-10-24 07:23:24
CUST00388,Rahul Joshi,rahul.joshi388@gmail.com,9976805431,79079.8,40,35,5,regular,False,2024-10-22 10:46:23
CUST00389,Vikram Gupta,vikram.gupta389@gmail.com,9915313588,20285.6,27,24,3,regular,False,2025-10-31 04:03:34
CUST00390,Divya Joshi,divya.joshi390@gmail.com,9149153870,22234.77,16,11,5,at_risk,False,2026-02-14 19:36:14
CUST00391,Sneha Rao,sneha.rao391@rediffmail.com,9985358270,30087.58,6,3,3,at_risk,True,2024-11-15 02:33:44
CUST00392,Krishna Malhotra,krishna.malhotra392@rediffmail.com,9807012492,85545.68,36,35,1,regular,False,2025-02-05 08:14:31
CUST00393,Shreya Chopra,shreya.chopra393@hotmail.com,9938679870,2658.04,4,3,1,new,False,2026-05-11 09:53:42
CUST00394,Varun Menon,varun.menon394@outlook.com,9641284117,19653.27,10,7,3,at_risk,False,2025-10-28 07:30:45
CUST00395,Ishaan Kumar,ishaan.kumar395@rediffmail.com,9746955700,117295.49,24,21,3,regular,False,2025-10-08 03:50:41
CUST00396,Saanvi Rao,saanvi.rao396@yahoo.com,9770194841,109259.47,13,11,2,regular,False,2026-02-24 05:39:14
CUST00397,Rakesh Das,rakesh.das397@outlook.com,9862735437,378954.57,81,73,8,high_value,False,2024-08-28 08:48:01
CUST00398,Rakesh Reddy,rakesh.reddy398@rediffmail.com,9967910655,219205.8,68,65,3,high_value,False,2026-02-02 14:16:47
CUST00399,Ananya Reddy,ananya.reddy399@outlook.com,9257226287,29170.82,12,8,4,at_risk,False,2025-08-23 07:31:18
CUST00400,Reyansh Menon,reyansh.menon400@hotmail.com,9340848222,92965.17,20,18,2,regular,False,2024-09-12 13:31:39
CUST00401,Vihaan Desai,vihaan.desai401@rediffmail.com,9547284589,14637.34,2,1,1,new,True,2025-12-11 16:36:21
CUST00402,Nikhil Malhotra,nikhil.malhotra402@yahoo.com,9780525215,104192.21,39,34,5,regular,False,2026-02-08 13:17:22
CUST00403,Vikram Singh,vikram.singh403@gmail.com,9300764570,11026.19,0,0,0,new,False,2025-02-02 14:22:46
CUST00404,Ishaan Singh,ishaan.singh404@hotmail.com,9373821508,453115.37,39,38,1,high_value,False,2024-12-22 22:08:55
CUST00405,Nikhil Chatterjee,nikhil.chatterjee405@outlook.com,9626725060,24255.61,5,3,2,at_risk,False,2026-01-12 17:18:20
CUST00406,Divya Patel,divya.patel406@hotmail.com,9271122762,89814.67,10,9,1,regular,False,2024-10-15 11:55:00
CUST00407,Rahul Joshi,rahul.joshi407@outlook.com,9334553833,9274.21,3,2,1,new,False,2024-10-30 23:40:47
CUST00408,Krishna Chatterjee,krishna.chatterjee408@outlook.com,9578531560,103494.37,20,17,3,regular,False,2025-10-01 10:06:53
CUST00409,Krishna Desai,krishna.desai409@outlook.com,9680075399,23211.74,38,33,5,regular,False,2025-03-23 07:46:40
CUST00410,Suresh Verma,suresh.verma410@outlook.com,9799573076,86806.31,11,11,0,regular,False,2025-02-21 04:35:12
CUST00411,Aarav Bose,aarav.bose411@gmail.com,9326324885,120565.69,32,28,4,regular,False,2024-09-05 08:09:13
CUST00412,Arjun Mishra,arjun.mishra412@yahoo.com,9125504528,63123.0,10,10,0,regular,False,2025-12-11 03:40:51
CUST00413,Arjun Pillai,arjun.pillai413@yahoo.com,9377721135,78646.34,30,28,2,regular,True,2024-10-05 19:41:34
CUST00414,Rakesh Sharma,rakesh.sharma414@hotmail.com,9167900845,25496.28,5,3,2,at_risk,False,2025-11-02 13:01:42
CUST00415,Varun Patel,varun.patel415@outlook.com,9921706952,5721.2,0,0,0,new,False,2026-04-08 09:45:52
CUST00416,Rakesh Reddy,rakesh.reddy416@yahoo.com,9420035728,138841.96,28,24,4,regular,True,2025-02-03 18:51:10
CUST00417,Krishna Verma,krishna.verma417@gmail.com,9714951911,89829.77,10,9,1,regular,False,2025-09-07 16:17:28
CUST00418,Meera Bose,meera.bose418@hotmail.com,9252960017,48702.44,21,20,1,regular,False,2025-01-22 22:01:12
CUST00419,Manoj Malhotra,manoj.malhotra419@hotmail.com,9178538388,28757.16,11,10,1,regular,False,2025-09-21 10:59:50
CUST00420,Ishaan Chatterjee,ishaan.chatterjee420@yahoo.com,9207422565,29075.16,17,16,1,regular,False,2024-12-02 12:52:15
CUST00421,Shreya Kumar,shreya.kumar421@hotmail.com,9708663326,61123.31,32,31,1,regular,False,2026-01-11 00:40:05
CUST00422,Nisha Iyer,nisha.iyer422@outlook.com,9244209787,63103.18,35,32,3,regular,False,2025-10-17 06:16:12
CUST00423,Manoj Gupta,manoj.gupta423@yahoo.com,9793155758,129433.09,13,11,2,regular,False,2024-11-22 21:12:58
CUST00424,Arjun Sharma,arjun.sharma424@hotmail.com,9778203785,528228.82,71,62,9,high_value,False,2026-07-19 03:55:02
CUST00425,Priya Agarwal,priya.agarwal425@hotmail.com,9606917752,39322.29,30,29,1,regular,False,2025-11-01 19:07:32
CUST00426,Arun Bansal,arun.bansal426@hotmail.com,9197231642,85281.75,20,17,3,regular,False,2024-12-05 17:57:43
CUST00427,Lakshmi Kumar,lakshmi.kumar427@rediffmail.com,9270963770,143332.54,14,12,2,regular,False,2025-08-23 22:31:43
CUST00428,Myra Chopra,myra.chopra428@yahoo.com,9167496657,50422.43,18,16,2,regular,False,2025-07-24 06:53:59
CUST00429,Arun Verma,arun.verma429@gmail.com,9796348146,111485.71,38,34,4,regular,False,2025-11-29 02:55:58
